HOG	OG	Gene Tree Parent Clade	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
N3.HOG0014744	OG0017085	-		bc2001_g17444.t1	bc2002_g81.t1		
N3.HOG0014745	OG0017086	-		bc2001_g17445.t3	bc2002_g82.t3		
N3.HOG0014746	OG0017087	-		bc2001_g17452.t1	bc2002_g15494.t1		
N3.HOG0014747	OG0017088	-		bc2001_g17456.t1	bc2002_g15491.t1		
N3.HOG0014748	OG0017089	-		bc2001_g17461.t1	bc2002_g15486.t1		
N3.HOG0014749	OG0017090	-		bc2001_g17477.t1	bc2002_g15469.t1		
N3.HOG0014750	OG0017091	-		bc2001_g17483.t1	bc2002_g15462.t1		
N3.HOG0014751	OG0017092	-		bc2001_g17486.t1	bc2002_g15459.t1		
N3.HOG0014752	OG0017093	-		bc2001_g17510.t1, bc2001_g17510.t2			
N3.HOG0014753	OG0017095	-		bc2001_g17526.t1	bc2002_g5204.t1		
N3.HOG0014754	OG0017096	-		bc2001_g17528.t1	bc2002_g5200.t1		
N3.HOG0014755	OG0017097	-		bc2001_g17534.t1	bc2002_g5193.t1		
N3.HOG0014756	OG0017098	-		bc2001_g17536.t1	bc2002_g5190.t1		
N3.HOG0014757	OG0017099	-		bc2001_g17537.t1	bc2002_g5189.t1		
N3.HOG0014758	OG0017100	-		bc2001_g17542.t1	bc2002_g5183.t1		
N3.HOG0014759	OG0017101	-		bc2001_g17543.t1	bc2002_g5182.t1		
N3.HOG0014760	OG0017102	-		bc2001_g17545.t1	bc2002_g5180.t1		
N3.HOG0014761	OG0017103	-		bc2001_g17546.t1	bc2002_g5179.t1		
N3.HOG0014762	OG0017104	-		bc2001_g17549.t1	bc2002_g5177.t1		
N3.HOG0014763	OG0017105	-		bc2001_g17556.t1	bc2002_g5169.t1		
N3.HOG0014764	OG0017106	-		bc2001_g17558.t1	bc2002_g5167.t1		
N3.HOG0014765	OG0017107	-		bc2001_g17560.t1	bc2002_g5166.t1		
N3.HOG0014766	OG0017108	-		bc2001_g17564.t1	bc2002_g5161.t1		
N3.HOG0014767	OG0017109	-		bc2001_g17569.t1	bc2002_g5156.t1		
N3.HOG0014768	OG0017110	-		bc2001_g17574.t2, bc2001_g17574.t1			
N3.HOG0014769	OG0017111	-		bc2001_g17577.t1	bc2002_g16406.t1		
N3.HOG0014770	OG0017112	-		bc2001_g17594.t1	bc2002_g16426.t1		
N3.HOG0014771	OG0017113	-		bc2001_g17596.t3	bc2002_g16429.t1		
N3.HOG0014772	OG0017114	-		bc2001_g17609.t1	bc2002_g16440.t1		
N3.HOG0014773	OG0017115	-		bc2001_g17610.t1	bc2002_g16441.t1		
N3.HOG0014774	OG0017116	-		bc2001_g17612.t1	bc2002_g16443.t1		
N3.HOG0014775	OG0017117	-		bc2001_g17614.t1	bc2002_g16445.t1		
N3.HOG0014776	OG0017118	-		bc2001_g17616.t1	bc2002_g16448.t1		
N3.HOG0014777	OG0017119	-		bc2001_g17617.t1	bc2002_g16449.t1		
N3.HOG0014778	OG0017120	-		bc2001_g17618.t1	bc2002_g16450.t1		
N3.HOG0014779	OG0017121	-		bc2001_g17626.t1	bc2002_g16459.t1		
N3.HOG0014780	OG0017122	-		bc2001_g17628.t1	bc2002_g16461.t1		
N3.HOG0014781	OG0017123	-		bc2001_g17636.t1	bc2002_g16468.t1		
N3.HOG0014782	OG0017124	-		bc2001_g17643.t1	bc2002_g16475.t1		
N3.HOG0014783	OG0017125	-		bc2001_g17664.t1	bc2002_g588.t1		
N3.HOG0014784	OG0017126	-		bc2001_g17670.t1	bc2002_g582.t1		
N3.HOG0014785	OG0017127	-		bc2001_g17671.t1	bc2002_g581.t1		
N3.HOG0014786	OG0017128	-		bc2001_g17674.t1	bc2002_g577.t1		
N3.HOG0014787	OG0017129	-		bc2001_g17678.t1	bc2002_g571.t1		
N3.HOG0014788	OG0017130	-		bc2001_g17680.t1	bc2002_g569.t1		
N3.HOG0014789	OG0017131	-		bc2001_g17681.t1	bc2002_g567.t1		
N3.HOG0014790	OG0017132	-		bc2001_g17682.t1	bc2002_g564.t1		
N3.HOG0014791	OG0017133	-		bc2001_g17683.t1	bc2002_g563.t1		
N3.HOG0014792	OG0017134	-		bc2001_g17685.t1	bc2002_g562.t1		
N3.HOG0014793	OG0017135	-		bc2001_g17687.t1	bc2002_g560.t1		
N3.HOG0014794	OG0017136	-		bc2001_g17688.t1	bc2002_g559.t1		
N3.HOG0014795	OG0017137	-		bc2001_g17689.t1	bc2002_g558.t1		
N3.HOG0014796	OG0017138	-		bc2001_g17690.t1	bc2002_g557.t1		
N3.HOG0014797	OG0017139	-		bc2001_g17692.t1	bc2002_g555.t1		
N3.HOG0014798	OG0017140	-		bc2001_g17695.t1	bc2002_g552.t1		
N3.HOG0014799	OG0017141	-		bc2001_g17697.t1	bc2002_g550.t1		
N3.HOG0014800	OG0017142	-		bc2001_g17698.t1	bc2002_g549.t1		
N3.HOG0014801	OG0017143	-		bc2001_g17700.t1	bc2002_g547.t1		
N3.HOG0014802	OG0017144	-		bc2001_g17701.t1	bc2002_g546.t1		
N3.HOG0014803	OG0017145	-		bc2001_g17704.t1	bc2002_g543.t1		
N3.HOG0014804	OG0017146	-		bc2001_g17705.t1	bc2002_g542.t1		
N3.HOG0014805	OG0017147	-		bc2001_g17713.t1	bc2002_g534.t1		
N3.HOG0014806	OG0017148	-		bc2001_g17715.t1	bc2002_g531.t1		
N3.HOG0014807	OG0017149	-		bc2001_g17721.t1	bc2002_g18172.t1		
N3.HOG0014808	OG0017150	-		bc2001_g17733.t1	bc2002_g516.t1		
N3.HOG0014809	OG0017151	-		bc2001_g17734.t1	bc2002_g515.t1		
N3.HOG0014810	OG0017152	-		bc2001_g17735.t1	bc2002_g514.t1		
N3.HOG0014811	OG0017153	-		bc2001_g17736.t1	bc2002_g513.t1		
N3.HOG0014812	OG0017154	-		bc2001_g17738.t1	bc2002_g511.t1		
N3.HOG0014813	OG0017155	-		bc2001_g17740.t1	bc2002_g510.t1		
N3.HOG0014814	OG0017156	-		bc2001_g17741.t1	bc2002_g509.t1		
N3.HOG0014815	OG0017157	-		bc2001_g17743.t1	bc2002_g506.t1		
N3.HOG0014816	OG0017158	-		bc2001_g17744.t1	bc2002_g505.t1		
N3.HOG0014817	OG0017159	-		bc2001_g17748.t2	bc2002_g501.t2		
N3.HOG0014818	OG0017160	-		bc2001_g17751.t1	bc2002_g498.t1		
N3.HOG0014819	OG0017161	-		bc2001_g17756.t1	bc2002_g494.t1		
N3.HOG0014820	OG0017162	-		bc2001_g17761.t1	bc2002_g489.t1		
N3.HOG0014821	OG0017163	-		bc2001_g17762.t1	bc2002_g488.t1		
N3.HOG0014822	OG0017164	-		bc2001_g17774.t1	bc2002_g472.t1		
N3.HOG0014823	OG0017165	-		bc2001_g17780.t1	bc2002_g465.t1		
N3.HOG0014824	OG0017166	-		bc2001_g17787.t1	bc2002_g458.t1		
N3.HOG0014825	OG0017167	-		bc2001_g17805.t1	bc2002_g436.t1		
N3.HOG0014826	OG0017168	-		bc2001_g17815.t1	bc2002_g427.t1		
N3.HOG0014827	OG0017169	-		bc2001_g17816.t1	bc2002_g426.t1		
N3.HOG0014828	OG0017170	-		bc2001_g17827.t1	bc2002_g414.t1		
N3.HOG0014829	OG0017171	-		bc2001_g17832.t1	bc2002_g409.t1		
N3.HOG0014830	OG0017172	-		bc2001_g17833.t2	bc2002_g408.t1		
N3.HOG0014831	OG0017173	-		bc2001_g17841.t1	bc2002_g401.t1		
N3.HOG0014832	OG0017174	-		bc2001_g17841.t2	bc2002_g401.t2		
N3.HOG0014833	OG0017175	-		bc2001_g17842.t1	bc2002_g400.t1		
N3.HOG0014834	OG0017176	-		bc2001_g17844.t1	bc2002_g398.t1		
N3.HOG0014835	OG0017177	-		bc2001_g17851.t1	bc2002_g392.t1		
N3.HOG0014836	OG0017178	-		bc2001_g17855.t1	bc2002_g389.t1		
N3.HOG0014837	OG0017179	-		bc2001_g17856.t1	bc2002_g388.t1		
N3.HOG0014838	OG0017180	-		bc2001_g17857.t1	bc2002_g385.t1		
N3.HOG0014839	OG0017181	-		bc2001_g17859.t1	bc2002_g383.t1		
N3.HOG0014840	OG0017182	-		bc2001_g17862.t1	bc2002_g379.t1		
N3.HOG0014841	OG0017183	-		bc2001_g17867.t1	bc2002_g370.t1		
N3.HOG0014842	OG0017184	-		bc2001_g17868.t1	bc2002_g369.t1		
N3.HOG0014843	OG0017185	-		bc2001_g17871.t1	bc2002_g367.t1		
N3.HOG0014844	OG0017186	-		bc2001_g17873.t1	bc2002_g365.t1		
N3.HOG0014845	OG0017187	-		bc2001_g17874.t1	bc2002_g364.t1		
N3.HOG0014846	OG0017188	-		bc2001_g17875.t1	bc2002_g363.t1		
N3.HOG0014847	OG0017191	-		bc2001_g17895.t1	bc2002_g6253.t1		
N3.HOG0014848	OG0017192	-		bc2001_g17905.t1	bc2002_g6240.t1		
N3.HOG0014849	OG0017193	-		bc2001_g17906.t1	bc2002_g6239.t1		
N3.HOG0014850	OG0017194	-		bc2001_g17909.t1	bc2002_g6237.t1		
N3.HOG0014851	OG0017195	-		bc2001_g17911.t1	bc2002_g6234.t1		
N3.HOG0014852	OG0017196	-		bc2001_g17912.t1	bc2002_g6233.t1		
N3.HOG0014853	OG0017197	-		bc2001_g17913.t1	bc2002_g6232.t1		
N3.HOG0014854	OG0017198	-		bc2001_g17914.t1	bc2002_g6231.t1		
N3.HOG0014855	OG0017199	-		bc2001_g17917.t1	bc2002_g6227.t1		
N3.HOG0014856	OG0017200	-		bc2001_g17918.t1	bc2002_g6226.t1		
N3.HOG0014857	OG0017201	-		bc2001_g17923.t1	bc2002_g6220.t1		
N3.HOG0014858	OG0017202	-		bc2001_g17929.t1	bc2002_g6214.t1		
N3.HOG0014859	OG0017203	-		bc2001_g17939.t1	bc2002_g6207.t1		
N3.HOG0014860	OG0017204	-		bc2001_g17940.t1	bc2002_g6206.t1		
N3.HOG0014861	OG0017205	-		bc2001_g17942.t1	bc2002_g6204.t1		
N3.HOG0014862	OG0017206	-		bc2001_g17954.t1	bc2002_g6188.t1		
N3.HOG0014863	OG0017207	-		bc2001_g17957.t1	bc2002_g6186.t1		
N3.HOG0014864	OG0017208	-		bc2001_g17965.t1	bc2002_g6176.t1		
N3.HOG0014865	OG0017209	-		bc2001_g17969.t1	bc2002_g6173.t1		
N3.HOG0014866	OG0017210	-		bc2001_g17973.t1	bc2002_g880.t1		
N3.HOG0014867	OG0017211	-		bc2001_g17974.t1	bc2002_g879.t1		
N3.HOG0014868	OG0017212	-		bc2001_g17975.t1	bc2002_g878.t1		
N3.HOG0014869	OG0017213	-		bc2001_g17976.t1	bc2002_g877.t1		
N3.HOG0014870	OG0017214	-		bc2001_g17987.t1	bc2002_g865.t1		
N3.HOG0014871	OG0017215	-		bc2001_g17988.t1	bc2002_g864.t1		
N3.HOG0014872	OG0017216	-		bc2001_g17991.t1	bc2002_g861.t1		
N3.HOG0014873	OG0017217	-		bc2001_g18019.t1	bc2002_g3685.t1		
N3.HOG0014874	OG0017218	-		bc2001_g18021.t1	bc2002_g3683.t1		
N3.HOG0014875	OG0017219	-		bc2001_g18036.t1	bc2002_g15802.t1		
N3.HOG0014876	OG0017220	-		bc2001_g18041.t1	bc2002_g15797.t1		
N3.HOG0014877	OG0017221	-		bc2001_g18045.t1	bc2002_g15793.t1		
N3.HOG0014878	OG0017222	-		bc2001_g18054.t1	bc2002_g15784.t1		
N3.HOG0014879	OG0017223	-		bc2001_g18060.t1	bc2002_g15779.t1		
N3.HOG0014880	OG0017224	-		bc2001_g18062.t1	bc2002_g15777.t1		
N3.HOG0014881	OG0017225	-		bc2001_g18063.t1	bc2002_g15776.t1		
N3.HOG0014882	OG0017226	-		bc2001_g18083.t1	bc2002_g15751.t1		
N3.HOG0014883	OG0017227	-		bc2001_g18093.t1	bc2002_g4370.t1		
N3.HOG0014884	OG0017228	-		bc2001_g18095.t1	bc2002_g4368.t1		
N3.HOG0014885	OG0017229	-		bc2001_g18099.t1	bc2002_g4364.t1		
N3.HOG0014886	OG0017230	-		bc2001_g18100.t1	bc2002_g4363.t1		
N3.HOG0014887	OG0017231	-		bc2001_g18103.t1	bc2002_g4361.t1		
N3.HOG0014888	OG0017232	-		bc2001_g18111.t1	bc2002_g4352.t1		
N3.HOG0014889	OG0017233	-		bc2001_g18112.t1	bc2002_g4351.t1		
N3.HOG0014890	OG0017234	-		bc2001_g18113.t1	bc2002_g4350.t1		
N3.HOG0014891	OG0017235	-		bc2001_g18124.t1	bc2002_g4340.t1		
N3.HOG0014892	OG0017236	-		bc2001_g18125.t1	bc2002_g4339.t1		
N3.HOG0014893	OG0017237	-		bc2001_g18127.t1	bc2002_g4337.t1		
N3.HOG0014894	OG0017238	-		bc2001_g18130.t1	bc2002_g4333.t1		
N3.HOG0014895	OG0017239	-		bc2001_g18131.t1	bc2002_g4332.t1		
N3.HOG0014896	OG0017240	-		bc2001_g18140.t1	bc2002_g4322.t1		
N3.HOG0014897	OG0017241	-		bc2001_g18141.t1	bc2002_g4320.t1		
N3.HOG0014898	OG0017242	-		bc2001_g18142.t1	bc2002_g4319.t1		
N3.HOG0014899	OG0017243	-		bc2001_g18143.t1	bc2002_g4318.t1		
N3.HOG0014900	OG0017244	-		bc2001_g18148.t1	bc2002_g15839.t1		
N3.HOG0014901	OG0017245	-		bc2001_g18162.t1	bc2002_g15854.t1		
N3.HOG0014902	OG0017246	-		bc2001_g18165.t1	bc2002_g15856.t1		
N3.HOG0014903	OG0017247	-		bc2001_g18166.t1	bc2002_g13604.t1		
N3.HOG0014904	OG0017248	-		bc2001_g18178.t1	bc2002_g15869.t1		
N3.HOG0014905	OG0017249	-		bc2001_g18182.t1	bc2002_g15871.t1		
N3.HOG0014906	OG0017250	-		bc2001_g18183.t1	bc2002_g15873.t1		
N3.HOG0014907	OG0017251	-		bc2001_g18202.t1	bc2002_g15900.t1		
N3.HOG0014908	OG0017252	-		bc2001_g18203.t1	bc2002_g15901.t1		
N3.HOG0014909	OG0017253	-		bc2001_g18206.t1	bc2002_g17806.t1		
N3.HOG0014910	OG0017254	-		bc2001_g18207.t1	bc2002_g15905.t1		
N3.HOG0014911	OG0017255	-		bc2001_g18208.t1	bc2002_g15906.t1		
N3.HOG0014912	OG0017256	-		bc2001_g18209.t1	bc2002_g15908.t1		
N3.HOG0014913	OG0017257	-		bc2001_g18210.t1	bc2002_g15909.t1		
N3.HOG0014914	OG0017258	-		bc2001_g18211.t1	bc2002_g15910.t1		
N3.HOG0014915	OG0017259	-		bc2001_g18213.t1	bc2002_g15912.t1		
N3.HOG0014916	OG0017260	-		bc2001_g18214.t1	bc2002_g15913.t1		
N3.HOG0014917	OG0017261	-		bc2001_g18224.t1	bc2002_g15921.t1		
N3.HOG0014918	OG0017262	-		bc2001_g18229.t1	bc2002_g15926.t1		
N3.HOG0014919	OG0017263	-		bc2001_g18247.t1	bc2002_g15942.t1		
N3.HOG0014920	OG0017264	-		bc2001_g18252.t1	bc2002_g15947.t1		
N3.HOG0014921	OG0017265	-		bc2001_g18264.t1	bc2002_g15959.t1		
N3.HOG0014922	OG0017266	-		bc2001_g18266.t1	bc2002_g15961.t1		
N3.HOG0014923	OG0017267	-		bc2001_g18267.t1	bc2002_g15962.t1		
N3.HOG0014924	OG0017268	-		bc2001_g18268.t1	bc2002_g15963.t1		
N3.HOG0014925	OG0017269	-		bc2001_g18275.t3	bc2002_g15970.t1		
N3.HOG0014926	OG0017270	-		bc2001_g18280.t1	bc2002_g15975.t1		
N3.HOG0014927	OG0017271	-		bc2001_g18292.t1	bc2002_g15987.t1		
N3.HOG0014928	OG0017272	-		bc2001_g18307.t1	bc2002_g16004.t1		
N3.HOG0014929	OG0017273	-		bc2001_g18314.t1	bc2002_g16011.t1		
N3.HOG0014930	OG0017274	-		bc2001_g18316.t1	bc2002_g16013.t1		
N3.HOG0014931	OG0017275	-		bc2001_g18317.t1	bc2002_g16014.t1		
N3.HOG0014932	OG0017276	-		bc2001_g18318.t1	bc2002_g16015.t1		
N3.HOG0014933	OG0017277	-		bc2001_g18324.t1	bc2002_g16022.t1		
N3.HOG0014934	OG0017278	-		bc2001_g18325.t1	bc2002_g16023.t1		
N3.HOG0014935	OG0017279	-		bc2001_g18340.t1	bc2002_g16036.t1		
N3.HOG0014936	OG0017280	-		bc2001_g18343.t1	bc2002_g16039.t1		
N3.HOG0014937	OG0017281	-		bc2001_g18365.t2	bc2002_g16063.t1		
N3.HOG0014938	OG0017282	-		bc2001_g18367.t1, bc2001_g18367.t2			
N3.HOG0014939	OG0017283	-		bc2001_g18379.t3	bc2002_g16072.t2		
N3.HOG0014940	OG0017284	-		bc2001_g18393.t1	bc2002_g16086.t1		
N3.HOG0014941	OG0017285	-		bc2001_g18394.t1	bc2002_g16087.t1		
N3.HOG0014942	OG0017286	-		bc2001_g18400.t1	bc2002_g16096.t1		
N3.HOG0014943	OG0017287	-		bc2001_g18402.t1	bc2002_g16099.t1		
N3.HOG0014944	OG0017288	-		bc2001_g18403.t1	bc2002_g16100.t1		
N3.HOG0014945	OG0017289	-		bc2001_g18417.t1	bc2002_g16113.t1		
N3.HOG0014946	OG0017290	-		bc2001_g18422.t1	bc2002_g16119.t1		
N3.HOG0014947	OG0017291	-		bc2001_g18423.t1	bc2002_g16120.t1		
N3.HOG0014948	OG0017292	-		bc2001_g18448.t1	bc2002_g16143.t1		
N3.HOG0014949	OG0017293	-		bc2001_g18454.t1	bc2002_g16150.t1		
N3.HOG0014950	OG0017294	-		bc2001_g18471.t1	bc2002_g16169.t1		
N3.HOG0014951	OG0017295	-		bc2001_g18474.t1	bc2002_g16173.t1		
N3.HOG0014952	OG0017296	-		bc2001_g18479.t1	bc2002_g16178.t1		
N3.HOG0014953	OG0017297	-		bc2001_g18485.t1	bc2002_g16184.t1		
N3.HOG0014954	OG0017298	-		bc2001_g18491.t1	bc2002_g16192.t1		
N3.HOG0014955	OG0017299	-		bc2001_g18496.t1	bc2002_g16198.t1		
N3.HOG0014956	OG0017300	-		bc2001_g18497.t1	bc2002_g16200.t1		
N3.HOG0014957	OG0017301	-		bc2001_g18498.t1	bc2002_g16201.t1		
N3.HOG0014958	OG0017302	-		bc2001_g18499.t1	bc2002_g16202.t1		
N3.HOG0014959	OG0017303	-		bc2001_g18503.t1	bc2002_g16207.t1		
N3.HOG0014960	OG0017304	-		bc2001_g18514.t1	bc2002_g16220.t1		
N3.HOG0014961	OG0017305	-		bc2001_g18517.t1	bc2002_g16225.t1		
N3.HOG0014962	OG0017306	-		bc2001_g18537.t1	bc2002_g19853.t1		
N3.HOG0014963	OG0017307	-		bc2001_g18538.t1	bc2002_g19852.t1		
N3.HOG0014964	OG0017308	-		bc2001_g18540.t1	bc2002_g19848.t1		
N3.HOG0014965	OG0017309	-		bc2001_g18542.t1	bc2002_g19846.t1		
N3.HOG0014966	OG0017310	-		bc2001_g18543.t1	bc2002_g19845.t1		
N3.HOG0014967	OG0017311	-		bc2001_g18544.t1	bc2002_g19844.t1		
N3.HOG0014968	OG0017312	-		bc2001_g18545.t1, bc2001_g18545.t2			
N3.HOG0014969	OG0017313	-		bc2001_g18552.t1	bc2002_g19836.t1		
N3.HOG0014970	OG0017314	-		bc2001_g18553.t1	bc2002_g19835.t1		
N3.HOG0014971	OG0017315	-		bc2001_g18554.t1	bc2002_g19834.t1		
N3.HOG0014972	OG0017316	-		bc2001_g18555.t1	bc2002_g19833.t1		
N3.HOG0014973	OG0017317	-		bc2001_g18556.t1	bc2002_g19832.t1		
N3.HOG0014974	OG0017318	-		bc2001_g18558.t1	bc2002_g19830.t1		
N3.HOG0014975	OG0017319	-		bc2001_g18562.t1	bc2002_g19825.t1		
N3.HOG0014976	OG0017320	-		bc2001_g18563.t1	bc2002_g19824.t1		
N3.HOG0014977	OG0017321	-		bc2001_g18570.t1	bc2002_g5541.t1		
N3.HOG0014978	OG0017322	-		bc2001_g18576.t2	bc2002_g5536.t1		
N3.HOG0014979	OG0017323	-		bc2001_g18577.t1	bc2002_g5534.t1		
N3.HOG0014980	OG0017324	-		bc2001_g18579.t1	bc2002_g5532.t1		
N3.HOG0014981	OG0017325	-		bc2001_g18590.t1	bc2002_g5521.t1		
N3.HOG0014982	OG0017326	-		bc2001_g18591.t2	bc2002_g5520.t2		
N3.HOG0014983	OG0017327	-		bc2001_g18592.t1	bc2002_g5519.t1		
N3.HOG0014984	OG0017328	-		bc2001_g18593.t1	bc2002_g5518.t1		
N3.HOG0014985	OG0017329	-		bc2001_g18609.t1	bc2002_g13560.t1		
N3.HOG0014986	OG0017330	-		bc2001_g18610.t1	bc2002_g13561.t1		
N3.HOG0014987	OG0017331	-		bc2001_g18613.t1	bc2002_g13564.t1		
N3.HOG0014988	OG0017332	-		bc2001_g18615.t1	bc2002_g13566.t1		
N3.HOG0014989	OG0017333	-		bc2001_g18630.t1	bc2002_g13580.t1		
N3.HOG0014990	OG0017334	-		bc2001_g18631.t1	bc2002_g13581.t1		
N3.HOG0014991	OG0017335	-		bc2001_g18632.t1	bc2002_g13582.t1		
N3.HOG0014992	OG0017336	-		bc2001_g18638.t1	bc2002_g13587.t1		
N3.HOG0014993	OG0017337	-		bc2001_g18640.t1	bc2002_g13589.t1		
N3.HOG0014994	OG0017338	-		bc2001_g18644.t1	bc2002_g13592.t1		
N3.HOG0014995	OG0017339	-		bc2001_g18645.t1	bc2002_g13593.t1		
N3.HOG0014996	OG0017340	-		bc2001_g18646.t1	bc2002_g13594.t1		
N3.HOG0014997	OG0017341	-		bc2001_g18647.t1	bc2002_g13595.t1		
N3.HOG0014998	OG0017342	-		bc2001_g18648.t1	bc2002_g13596.t1		
N3.HOG0014999	OG0017343	-		bc2001_g18652.t1	bc2002_g13601.t1		
N3.HOG0015000	OG0017344	-		bc2001_g18653.t1	bc2002_g13603.t1		
N3.HOG0015001	OG0017345	-		bc2001_g18663.t1	bc2002_g13614.t1		
N3.HOG0015002	OG0017346	-		bc2001_g18673.t1	bc2002_g13624.t1		
N3.HOG0015003	OG0017347	-		bc2001_g18673.t2	bc2002_g13624.t2		
N3.HOG0015004	OG0017348	-		bc2001_g18679.t1	bc2002_g13630.t1		
N3.HOG0015005	OG0017349	-		bc2001_g18686.t1	bc2002_g13638.t1		
N3.HOG0015006	OG0017350	-		bc2001_g18693.t1	bc2002_g13645.t1		
N3.HOG0015007	OG0017351	-		bc2001_g18694.t1	bc2002_g13646.t1		
N3.HOG0015008	OG0017352	-		bc2001_g18703.t1	bc2002_g13655.t1		
N3.HOG0015009	OG0017353	-		bc2001_g18708.t1	bc2002_g13663.t1		
N3.HOG0015010	OG0017354	-		bc2001_g18713.t1	bc2002_g13670.t1		
N3.HOG0015011	OG0017355	-		bc2001_g18714.t1	bc2002_g13671.t1		
N3.HOG0015012	OG0017356	-		bc2001_g18721.t1	bc2002_g55.t1		
N3.HOG0015013	OG0017357	-		bc2001_g18725.t1	bc2002_g52.t1		
N3.HOG0015014	OG0017358	-		bc2001_g18727.t1	bc2002_g49.t1		
N3.HOG0015015	OG0017359	-		bc2001_g18729.t1	bc2002_g47.t1		
N3.HOG0015016	OG0017360	-		bc2001_g18737.t1	bc2002_g39.t1		
N3.HOG0015017	OG0017361	-		bc2001_g18739.t1	bc2002_g37.t1		
N3.HOG0015018	OG0017362	-		bc2001_g18745.t1	bc2002_g31.t1		
N3.HOG0015019	OG0017363	-		bc2001_g18746.t1	bc2002_g30.t1		
N3.HOG0015020	OG0017364	-		bc2001_g18747.t1	bc2002_g29.t1		
N3.HOG0015021	OG0017365	-		bc2001_g18748.t1	bc2002_g28.t1		
N3.HOG0015022	OG0017366	-		bc2001_g18750.t1	bc2002_g25.t1		
N3.HOG0015023	OG0017367	-		bc2001_g18751.t1	bc2002_g24.t1		
N3.HOG0015024	OG0017368	-		bc2001_g18754.t1	bc2002_g21.t1		
N3.HOG0015025	OG0017369	-		bc2001_g18756.t1	bc2002_g19830.t2		
N3.HOG0015026	OG0017370	-		bc2001_g18757.t1	bc2002_g17.t1		
N3.HOG0015027	OG0017371	-		bc2001_g18763.t1	bc2002_g13.t1		
N3.HOG0015028	OG0017372	-		bc2001_g18766.t1	bc2002_g10.t1		
N3.HOG0015029	OG0017373	-		bc2001_g18775.t2, bc2001_g18775.t1			
N3.HOG0015030	OG0017374	-		bc2001_g18810.t1	bc2002_g4569.t1		
N3.HOG0015031	OG0017375	-		bc2001_g18828.t1	bc2002_g4549.t1		
N3.HOG0015032	OG0017376	-		bc2001_g18830.t1	bc2002_g4548.t1		
N3.HOG0015033	OG0017377	-		bc2001_g18831.t1	bc2002_g4547.t1		
N3.HOG0015034	OG0017378	-		bc2001_g18833.t1	bc2002_g4545.t1		
N3.HOG0015035	OG0017379	-		bc2001_g18838.t1	bc2002_g4540.t1		
N3.HOG0015036	OG0017380	-		bc2001_g18840.t1	bc2002_g4538.t1		
N3.HOG0015037	OG0017381	-		bc2001_g18841.t1	bc2002_g4537.t1		
N3.HOG0015038	OG0017382	-		bc2001_g18862.t1	bc2002_g4495.t1		
N3.HOG0015039	OG0017383	-		bc2001_g18874.t1	bc2002_g4509.t1		
N3.HOG0015040	OG0017384	-		bc2001_g18878.t1	bc2002_g4513.t1		
N3.HOG0015041	OG0017385	-		bc2001_g18887.t1	bc2002_g4523.t1		
N3.HOG0015042	OG0017386	-		bc2001_g18900.t2, bc2001_g18900.t1			
N3.HOG0015043	OG0017387	-		bc2001_g18915.t1	bc2002_g3830.t1		
N3.HOG0015044	OG0017388	-		bc2001_g18921.t1	bc2002_g3836.t1		
N3.HOG0015045	OG0017389	-		bc2001_g18922.t1	bc2002_g3837.t1		
N3.HOG0015046	OG0017390	-		bc2001_g18926.t1	bc2002_g3846.t1		
N3.HOG0015047	OG0017391	-		bc2001_g18935.t1	bc2002_g3856.t1		
N3.HOG0015048	OG0017392	-		bc2001_g18937.t1	bc2002_g3858.t1		
N3.HOG0015049	OG0017393	-		bc2001_g18938.t1	bc2002_g3859.t1		
N3.HOG0015050	OG0017394	-		bc2001_g18952.t1	bc2002_g15644.t1		
N3.HOG0015051	OG0017395	-		bc2001_g18955.t1	bc2002_g15647.t1		
N3.HOG0015052	OG0017396	-		bc2001_g18958.t1	bc2002_g15650.t2		
N3.HOG0015053	OG0017397	-		bc2001_g18959.t1	bc2002_g15651.t1		
N3.HOG0015054	OG0017398	-		bc2001_g18965.t1	bc2002_g15655.t1		
N3.HOG0015055	OG0017399	-		bc2001_g18966.t1	bc2002_g15656.t1		
N3.HOG0015056	OG0017400	-		bc2001_g18999.t1	bc2002_g5650.t1		
N3.HOG0015057	OG0017401	-		bc2001_g19021.t1	bc2002_g6782.t1		
N3.HOG0015058	OG0017402	-		bc2001_g19029.t1	bc2002_g6772.t1		
N3.HOG0015059	OG0017403	-		bc2001_g19030.t1	bc2002_g6771.t1		
N3.HOG0015060	OG0017404	-		bc2001_g19032.t1	bc2002_g6767.t1		
N3.HOG0015061	OG0017405	-		bc2001_g19033.t1	bc2002_g6766.t1		
N3.HOG0015062	OG0017406	-		bc2001_g19036.t1	bc2002_g6763.t1		
N3.HOG0015063	OG0017407	-		bc2001_g19039.t1	bc2002_g6759.t1		
N3.HOG0015064	OG0017408	-		bc2001_g19041.t1	bc2002_g6757.t1		
N3.HOG0015065	OG0017409	-		bc2001_g19044.t1	bc2002_g6755.t1		
N3.HOG0015066	OG0017410	-		bc2001_g19052.t1	bc2002_g6748.t1		
N3.HOG0015067	OG0017411	-		bc2001_g19073.t1	bc2002_g6727.t1		
N3.HOG0015068	OG0017412	-		bc2001_g19089.t1	bc2002_g6708.t1		
N3.HOG0015069	OG0017413	-		bc2001_g19111.t1	bc2002_g6687.t1		
