Geneid,Chr,Start,End,Strand,Length,mapped_to_Icas2
g14376,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,44378;44540;44782;44999;45169;45367;45646;45879;46095;46391;47057;47373;47622;47775;47977;48215;48421;48581;48857;49058;49287;49482;49698;50383;50656;50934;51138;51395;51715;52168;52365;52585;52761;52939;53139;53346;53571,44438;44701;44928;45061;45291;45534;45780;46010;46238;46978;47263;47465;47715;47839;48140;48329;48492;48735;48945;49198;49394;49622;50291;50577;50828;51048;51317;51453;52091;52306;52460;52692;52835;53052;53276;53495;53818,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,5928,35969
g14377,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,53915;54258;54503;54761;54994;55232;55480;55658;55842;56083,54167;54417;54681;54905;55149;55349;55555;55722;55962;56168,-;-;-;-;-;-;-;-;-;-,1359,5710
g14378,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,56287;56543;56770;57026;57223;57464;57701;57819;58003,56450;56685;56899;57140;57391;57618;57757;57941;58095,-;-;-;-;-;-;-;-;-,1149,3322
g14379,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,58236;58342;58669;58832;58989;59442;59594;59814;60088;60293;60520;60770,58270;58553;58726;58911;59329;59519;59686;60006;60199;60408;60686;60916,+;+;+;+;+;+;+;+;+;+;+;+,1632,7051
g14380,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,61148;61351;61544;62026;62246;62526;62693;62829;63074;63197,61261;61456;61830;62155;62416;62619;62745;62940;63126;63333,-;-;-;-;-;-;-;-;-;-,1257,8295
g14381,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,63502;63654;63789;63846;64020;64291;64681;64977;65204;65380,63580;63714;63795;63899;64215;64419;64882;65135;65301;65423,+;+;+;+;+;+;+;+;+;+,1029,8741
g14382,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,65716;65901;66101;66284;66530;66820;67002,65827;66004;66159;66394;66747;66927;67150,+;+;+;+;+;+;+,861,1531
g14383,contig_632;contig_632;contig_632;contig_632;contig_632,67713;67869;68045;68182;68348,67768;67947;68107;68208;68389,-;-;-;-;-,267,6295
g14384,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,68587;68867;69081;69138;69138;69483;69483;69483;70235;70235;70438;70438,68702;68951;69407;69407;69407;70167;70196;70167;70358;70358;71506;71506,+;+;+;+;+;+;+;+;+;+;+;+,2435,113
g14385,contig_632;contig_632,71945;72274,72146;75269,+;+,3198,1
g14386,contig_632;contig_632;contig_632;contig_632,75438;75662;75862;76139,75594;75760;75971;76453,+;+;+;+,681,5814
g14387,contig_632;contig_632,76971;77327,77165;77845,-;-,714,0
g14388,contig_632;contig_632;contig_632;contig_632,79003;79741;80081;80544,79686;80019;80482;80582,-;-;-;-,1404,0
g14389,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,81235;81405;81550;81721;81895;82229;82440,81319;81488;81633;81798;82112;82378;82445,+;+;+;+;+;+;+,705,2009
g14390,contig_632,82668,83096,+,429,0
g14391,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,83948;84104;84272;84454;84651;84854;85126;85312;85444;85643;85777;85962,83979;84200;84378;84541;84770;84975;85208;85352;85558;85704;85885;86017,-;-;-;-;-;-;-;-;-;-;-;-,1032,11410
g14392,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,86332;86465;86664;86905;87119;87403;88101;88483;88607;88807;89070;89225;89344;89526;89749;89941,86392;86581;86836;87019;87270;87967;88392;88535;88730;88982;89131;89254;89421;89662;89845;89982,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2274,15715
g14393,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,90201;90201;90370;90370;90540;90540;90746;90746;90924;90924;91101;91101;91369;91431;91631;91631;91770;91770;91911;91911;92234;92234,90284;90284;90472;90472;90648;90648;90843;90843;91010;91010;91219;91263;91544;91544;91691;91691;91841;91841;92029;92029;92246;92246,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1085,23405
g14394,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,92616;92899;93147;93438;93695;93921;94077;94333;94512;95003;95567;95806;96095,92812;93055;93334;93579;93815;93973;94142;94439;94594;95384;95725;95985;96107,-;-;-;-;-;-;-;-;-;-;-;-;-,1848,5011
g14395,contig_632;contig_632,96276;96716,96529;97019,+;+,558,21581
g14396,contig_637;contig_637;contig_637;contig_637,747;1002;1225;1622,875;1112;1306;1894,-;-;-;-,595,0
g14397,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,2389;2696;2906;3139;3476;3654,2506;2825;3030;3413;3558;3744,-;-;-;-;-;-,822,1865
g14398,contig_637;contig_637,3944;4412,4127;4650,+;+,423,2819
g14399,contig_637;contig_637;contig_637;contig_637;contig_637,4954;5224;5478;5870;6118,5088;5311;5670;5951;6231,-;-;-;-;-,612,11736
g14400,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,7149;7149;7518;7518;7935;7935;8058;8058;8274;8274;8543;8543;8693;8693;8999;8999;9293;9293;9698;9701,7230;7230;7609;7609;7968;7968;8140;8140;8429;8429;8614;8614;8888;8888;9199;9199;9622;9622;9939;9939,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1488,27787
g14401,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,10038;10248;10953;11208;11375;11637;11865,10167;10731;11114;11263;11563;11733;11898,-;-;-;-;-;-;-,1152,2950
g14402,contig_637,13300,13671,+,372,0
g14403,contig_637,14457,15464,+,1008,0
g14404,contig_637,15531,15851,+,321,0
g14405,contig_637,15923,16354,-,432,0
g14406,contig_637,16494,16841,-,348,0
g14407,contig_637,17933,18241,-,309,0
g14408,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,19527;19527;19713;19713;20032;20032;20225;20225;20460;20460;20604;20604;20957;20957;21199,19636;19636;19959;19959;20097;20097;20376;20396;20539;20539;20769;20769;20972;21126;21288,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1101,9115
g14409,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,21543;21543;21907;21907;22571;22574;22904;22904;23039;23039,21800;21800;22471;22471;22640;22640;22975;22975;23339;23339,+;+;+;+;+;+;+;+;+;+,1266,39136
g14410,contig_637,23365,24366,-,1002,0
g14411,contig_637,24527,26257,+,1731,0
g14412,contig_637,26283,26771,-,489,0
g14413,contig_637;contig_637;contig_637,26283;26796;27975,26718;27895;27998,-;-;-,1560,0
g14414,contig_637;contig_637,28062;28403,28334;29092,+;+,963,0
g14415,contig_637;contig_637,29138;29729,29663;30057,+;+,855,0
g14416,contig_637,30085,33831,-,3747,0
g14417,contig_637,34200,34463,+,264,3126
g14418,contig_637;contig_637;contig_637;contig_637,35110;35897;36124;36334,35762;35981;36255;36450,-;-;-;-,987,4751
g14419,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,36686;37033;37427;37508;37645;37996,36869;37367;37445;37575;37854;38070,-;-;-;-;-;-,891,10262
g14420,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,38476;38476;38864;38864;39428;39507;39704;39704;41006;41006;41222;41559;41559,38687;38687;39579;39347;39433;39579;40791;40791;41348;41134;41348;41782;41782,-;-;-;-;-;-;-;-;-;-;-;-;-,2583,169625
g14421,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,42007;42007;42211;42211;42632;42632;42821;42821;43137;43137;43333;43333;43555;43555;43747;44168;44168;44802;44802,42127;42127;42355;42355;42714;42714;43011;43011;43239;43239;43439;43439;44092;43698;44092;44614;44614;45001;45001,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1935,17988
g14422,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,45126;45461;45671;45865;46099;46287;46692;47035;47232;47417,45355;45563;45757;45898;46185;46585;46801;47107;47293;47465,-;-;-;-;-;-;-;-;-;-,1134,144761
g14423,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,47765;47765;47765;47897;47897;47897;49424;49428;49428;50863;50863;50863;51952;51952;52336;52336;52336,47806;47806;47806;49352;49372;49340;50749;50749;50749;52115;51855;51855;52115;52115;52900;52900;52900,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4662,21823
g14424,contig_637;contig_637,53097;53355,53104;53733,+;+,387,25688
g14425,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,53866;54160;54160;54379;54379;54687;54687,54054;54302;54302;54508;54508;54935;54935,+;+;+;+;+;+;+,711,1997
g14426,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,55129;55129;55308;55308;55414;55414;55614;55626;55763;55763;56119;56119;56732;56732;56938;56938;57134;57134;57255;57255;57445;57445;57959;57959;58082;58082;58409;58409,55155;55155;55353;55353;55500;55500;55694;55694;55979;55979;56617;56617;56881;56881;57063;57063;57168;57168;57364;57364;57818;57818;57985;57985;58312;58312;58885;58885,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2487,24224
g14427,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,59496;59496;60625;60625;60904;60904;61115;61115;61270;61270,60559;60562;60776;60776;61037;61037;61195;61195;61272;61272,-;-;-;-;-;-;-;-;-;-,1437,9883
g14428,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,61627;61733;63199;63477;64025;64313,61637;62267;63317;63947;64128;64425,-;-;-;-;-;-,1353,102493
g14429,contig_637;contig_637,64615;64869,64747;65050,+;+,315,5378
g14430,contig_637;contig_637;contig_637,65307;65551;66149,65356;65976;66635,-;-;-,963,4910
g14431,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,66735;67132;67321;67477;67794;68174;68416,67058;67221;67418;67723;68049;68345;68521,-;-;-;-;-;-;-,1293,995
g14432,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,68666;68866;68985;69032;69264;69264;69534;69534;69651;69651,68732;68893;69169;69169;69414;69414;69572;69572;69704;69704,-;-;-;-;-;-;-;-;-;-,524,2218
g14433,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,69959;70182;70411;70654;71321;71606,70096;70274;70572;71228;71529;72402,+;+;+;+;+;+,1974,10401
g14434,contig_637;contig_637;contig_637,72647;72912;74352,72814;74255;75341,+;+;+,2502,6153
g14435,contig_637;contig_637;contig_637;contig_637;contig_637,75495;76059;76245;76428;76629,75952;76127;76346;76550;76839,-;-;-;-;-,963,8070
g14436,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,76934;77102;77339;77612;77875;78109,76990;77203;77455;77785;78013;78179,-;-;-;-;-;-,660,22849
g14437,contig_637;contig_637;contig_637;contig_637;contig_637,78553;78740;79069;79678;80077,78619;78950;79598;79955;81213,+;+;+;+;+,2223,26673
g14438,contig_637;contig_637;contig_637,81637;81804;81964,81670;81891;82240,-;-;-,399,37334
g14439,contig_637;contig_637;contig_637;contig_637,82430;82581;82960;83334,82493;82840;83249;83526,-;-;-;-,807,17442
g14440,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,83708;83861;84046;84222;84766;84927;85137;85320,83791;83971;84072;84702;84850;84996;85211;85433,+;+;+;+;+;+;+;+,1047,6125
g14441,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,85735;85735;85927;85927;86041;86041;86720;86720;87113;87113;87341;87341;87566;87566;87773;87773,85791;85791;85953;85953;86646;86646;87012;87012;87253;87253;87499;87499;87667;87688;88316;88316,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1950,5169
g14442,contig_637;contig_637;contig_637;contig_637,88482;88688;88980;89161,88596;88896;89049;89267,+;+;+;+,501,144782
g14443,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,89487;89487;89690;89690;89985;90433;90433;90711;90711,89591;89591;90213;89870;90213;90562;90562;90974;90974,-;-;-;-;-;-;-;-;-,1023,11312
g14444,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,91179;91179;91501;91501;92540;92540;94063;94063;95450,91361;91361;92411;92411;93962;93962;94665;94657;95784,+;+;+;+;+;+;+;+;+,3455,17520
g14445,contig_637;contig_637;contig_637,95889;96045;96222,95987;96158;96425,+;+;+,417,0
g14446,contig_637;contig_637;contig_637,98302;98695;100315,98471;99105;100465,-;-;-,732,46
g14447,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,101874;101874;102043;102043;102246;102246;102466;102466;102782;102782;102924;102924;103061;103061;103860;103860,101890;101893;102090;102090;102391;102391;102703;102703;102853;102853;102946;102946;103066;103066;104608;104608,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1302,2515
g14448,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,107093;107093;107408;107408;107733;107733;107900;107900;108276,107229;107229;107565;107565;107829;107829;107951;108190;108402,-;-;-;-;-;-;-;-;-,810,0
g14449,contig_637,110114,111892,+,1779,0
g14450,contig_637,111913,112737,-,825,0
g14451,contig_637,115319,116767,-,1449,0
g14452,contig_637,117495,118007,-,513,0
g14453,contig_637,118750,118974,+,225,0
g14454,contig_637,118997,119803,-,807,0
g14455,contig_637;contig_637;contig_637;contig_637;contig_637,119980;120144;120658;121331;121631,120048;120502;121173;121516;121937,-;-;-;-;-,1437,0
g14456,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,122081;122661;123122;124051;124299;125367,122528;123032;123830;124159;124966;125631,+;+;+;+;+;+,2571,0
g14457,contig_637,125847,126248,-,402,0
g14458,contig_637;contig_637,126298;126786,126675;129056,-;-,2649,0
g14459,contig_637,126303,130151,+,3849,0
g14460,contig_637;contig_637,130180;130557,130440;131012,-;-,717,0
g14461,contig_637;contig_637,131145;131878,131782;132427,-;-,1188,0
g14462,contig_637;contig_637,132561;133493,133426;133955,+;+,1329,0
g14463,contig_637,133981,135711,-,1731,0
g14464,contig_637,135874,136899,+,1026,0
g14465,contig_637,137142,138134,+,993,0
g14466,contig_637,138212,142096,+,3885,0
g14467,contig_637;contig_637,142156;142652,142550;143012,-;-,756,0
g14468,contig_637,143058,143465,+,408,0
g14469,contig_637;contig_637,143496;144811,144735;145298,+;+,1728,0
g14470,contig_637,145871,147655,+,1785,0
g14471,contig_637,147727,148161,-,435,0
g14472,contig_637;contig_637;contig_637,148254;148661;149931,148543;149689;150048,-;-;-,1437,0
g14473,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,151300;151486;151805;152005;152240;152423;152725;152967,151409;151732;151870;152176;152319;152549;152894;153056,-;-;-;-;-;-;-;-,1062,1098
g14474,contig_637;contig_637;contig_637;contig_637;contig_637,153307;153307;153671;153671;154347,153564;153564;154690;154235;154690,+;+;+;+;+,1278,43847
g14475,contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637;contig_637,155229;155417;155919;156125;156413;157445;157652;157995;159769;160010;160330;160514;160899;161247;161701;161969;162494,155314;155835;155983;156304;157300;157561;157916;159675;159937;160245;160408;160656;161160;161358;161867;162144;162578,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5130,24427
g14476,contig_638;contig_638,224;1750,442;2253,+;+,723,1536
g14477,contig_638;contig_638;contig_638;contig_638;contig_638;contig_638;contig_638;contig_638;contig_638,2961;3175;3428;3619;3764;3972;4156;4553;4719,3104;3349;3538;3693;3871;4083;4478;4644;4799,+;+;+;+;+;+;+;+;+,1221,2576
g14478,contig_638;contig_638;contig_638;contig_638,4886;4965;5213;5934,4900;5143;5867;6323,+;+;+;+,1239,3409
g14479,contig_638,7577,7903,+,327,0
g14480,contig_638,9018,10895,+,1878,0
g14481,contig_638,10931,11689,-,759,0
g14482,contig_638;contig_638;contig_638,14324;14615;14748,14535;14684;15767,-;-;-,1302,0
g14483,contig_638,16553,17065,-,513,0
g14484,contig_638,17615,18841,+,1227,0
g14485,contig_638,19619,20116,+,498,0
g14486,contig_638;contig_638;contig_638;contig_638,20174;20720;21241;22343,20610;21030;22161;22512,-;-;-;-,1839,0
g14487,contig_638;contig_638,23790;24361,24298;24547,+;+,696,0
g14488,contig_638,24971,25963,-,993,0
