Orthogroup	bc2002_braker	acastellanii_braker
OG0004929	bc2002_g2053.t1	acastellanii_g4627.t1
OG0004930	bc2002_g11652.t1	acastellanii_g4633.t1
OG0004931	bc2002_g17527.t1	acastellanii_g4635.t1
OG0004932	bc2002_g7828.t1	acastellanii_g4639.t1, acastellanii_g4639.t2
OG0004933	bc2002_g16007.t1	acastellanii_g4674.t1
OG0004934	bc2002_g12849.t1	acastellanii_g4675.t1
OG0004936	bc2002_g92.t1	acastellanii_g4688.t1
OG0004937	bc2002_g14016.t1	acastellanii_g4703.t1
OG0004938	bc2002_g17609.t1	acastellanii_g4704.t1
OG0004939	bc2002_g17528.t1	acastellanii_g4719.t1
OG0004940	bc2002_g6901.t1	acastellanii_g4727.t1
OG0004941	bc2002_g11854.t1	acastellanii_g4730.t1
OG0004942	bc2002_g7907.t1	acastellanii_g4743.t1
OG0004943	bc2002_g9922.t1	acastellanii_g4545.t1
OG0004944	bc2002_g882.t1	acastellanii_g4550.t1
OG0004945	bc2002_g3933.t1	acastellanii_g4553.t1
OG0004947	bc2002_g4608.t1	acastellanii_g4568.t1
OG0004949	bc2002_g13184.t1	acastellanii_g4601.t1
OG0004950	bc2002_g13175.t1	acastellanii_g4602.t1
OG0004952	bc2002_g14385.t1	acastellanii_g4610.t1
OG0004953	bc2002_g2610.t1	acastellanii_g4617.t1
OG0004954	bc2002_g15053.t1	acastellanii_g4618.t1
OG0004955	bc2002_g9405.t1	acastellanii_g4621.t1
OG0004957	bc2002_g19809.t1	acastellanii_g4623.t1
OG0004958	bc2002_g15766.t1	acastellanii_g4480.t1
OG0004959	bc2002_g452.t1	acastellanii_g4487.t1
OG0004960	bc2002_g16410.t1, bc2002_g16411.t1	acastellanii_g4490.t1
OG0004961	bc2002_g10471.t1	acastellanii_g4491.t1
OG0004962	bc2002_g3883.t1	acastellanii_g4386.t1
OG0004963	bc2002_g4142.t1, bc2002_g17355.t1	acastellanii_g4388.t1
OG0004964	bc2002_g15468.t1	acastellanii_g4447.t1
OG0004967	bc2002_g2117.t1	acastellanii_g4068.t1
OG0004969	bc2002_g2127.t1	acastellanii_g4095.t1
OG0004970	bc2002_g16987.t1	acastellanii_g4132.t1
OG0004972	bc2002_g13399.t1	acastellanii_g4157.t1
OG0004973	bc2002_g10921.t1	acastellanii_g4175.t1
OG0004975	bc2002_g2177.t1	acastellanii_g4203.t1
OG0004976	bc2002_g16288.t1	acastellanii_g4206.t1
OG0004977	bc2002_g12851.t1	acastellanii_g4227.t1
OG0004978	bc2002_g4420.t1	acastellanii_g4238.t1
OG0004979	bc2002_g2433.t1, bc2002_g2433.t2	acastellanii_g4246.t1
OG0004980	bc2002_g11158.t1	acastellanii_g4247.t1
OG0004981	bc2002_g11388.t1	acastellanii_g4272.t1
OG0004982	bc2002_g13170.t1	acastellanii_g4274.t1
OG0004983	bc2002_g2322.t1	acastellanii_g4277.t1
OG0004984	bc2002_g6738.t1	acastellanii_g4278.t1
OG0004985	bc2002_g12850.t1	acastellanii_g4297.t1
OG0004986	bc2002_g14380.t1	acastellanii_g4298.t1
OG0004987	bc2002_g13917.t1	acastellanii_g4314.t1
OG0004988	bc2002_g1379.t1	acastellanii_g4335.t1
OG0004989	bc2002_g14758.t1	acastellanii_g4355.t1
OG0004990	bc2002_g4644.t1	acastellanii_g3999.t1
OG0004991	bc2002_g11817.t1	acastellanii_g3961.t1
OG0004992	bc2002_g2830.t1	acastellanii_g3974.t1
OG0004993	bc2002_g4286.t1	acastellanii_g3976.t1
OG0004994	bc2002_g2676.t1	acastellanii_g3981.t1
OG0004995	bc2002_g4600.t1	acastellanii_g3987.t1
OG0004996	bc2002_g16740.t1	acastellanii_g3938.t1
OG0004997	bc2002_g6134.t1	acastellanii_g3942.t1
OG0004998	bc2002_g3258.t1	acastellanii_g3929.t1
OG0004999	bc2002_g13083.t1	acastellanii_g3863.t1
OG0005000	bc2002_g10579.t1	acastellanii_g3886.t1, acastellanii_g3891.t1
OG0005001	bc2002_g2946.t1	acastellanii_g3914.t1
OG0005003	bc2002_g18862.t2, bc2002_g18862.t1	acastellanii_g3776.t1
OG0005004	bc2002_g17548.t1	acastellanii_g3780.t1
OG0005006	bc2002_g8755.t1	acastellanii_g3807.t1
OG0005007	bc2002_g12604.t1	acastellanii_g3822.t2
OG0005008	bc2002_g19734.t1	acastellanii_g3823.t1
OG0005009	bc2002_g8456.t1	acastellanii_g3720.t1
OG0005010	bc2002_g6699.t2, bc2002_g6699.t1	acastellanii_g3722.t1
OG0005011	bc2002_g4584.t1	acastellanii_g3728.t1
OG0005012	bc2002_g19360.t1	acastellanii_g3682.t1
OG0005013	bc2002_g7588.t1	acastellanii_g3689.t1
OG0005014	bc2002_g6643.t1	acastellanii_g3691.t1
OG0005015	bc2002_g14533.t1	acastellanii_g3644.t1
OG0005016	bc2002_g5122.t1	acastellanii_g3654.t1
OG0005017	bc2002_g17307.t1	acastellanii_g3630.t1
OG0005019	bc2002_g18758.t1	acastellanii_g3620.t1
OG0005020	bc2002_g13622.t1	acastellanii_g3621.t1
OG0005021	bc2002_g3949.t1	acastellanii_g3503.t1
OG0005022	bc2002_g8837.t1	acastellanii_g3507.t1
OG0005023	bc2002_g9799.t1	acastellanii_g3509.t1
OG0005024	bc2002_g2844.t1	acastellanii_g3512.t1
OG0005025	bc2002_g10969.t1	acastellanii_g3528.t1
OG0005027	bc2002_g14291.t1	acastellanii_g3555.t1
OG0005028	bc2002_g10563.t1	acastellanii_g3564.t2, acastellanii_g3564.t1
OG0005031	bc2002_g20030.t1	acastellanii_g3332.t1
OG0005032	bc2002_g18638.t1	acastellanii_g3333.t1
OG0005033	bc2002_g4342.t1	acastellanii_g3337.t1
OG0005034	bc2002_g209.t1	acastellanii_g3340.t1
OG0005035	bc2002_g8804.t1	acastellanii_g3349.t1
OG0005036	bc2002_g7292.t1	acastellanii_g3350.t1
OG0005038	bc2002_g11387.t1	acastellanii_g3353.t1
OG0005039	bc2002_g10475.t1	acastellanii_g3362.t1
OG0005040	bc2002_g10398.t1	acastellanii_g3364.t1
OG0005041	bc2002_g17645.t1	acastellanii_g3366.t1
OG0005042	bc2002_g8263.t1	acastellanii_g3367.t1
OG0005043	bc2002_g10363.t1	acastellanii_g3370.t1
OG0005044	bc2002_g10909.t1	acastellanii_g1291.t1, acastellanii_g3375.t1
OG0005047	bc2002_g759.t1	acastellanii_g3305.t1
OG0005048	bc2002_g11253.t1	acastellanii_g3283.t1
OG0005050	bc2002_g19465.t1	acastellanii_g3223.t1
OG0005051	bc2002_g9463.t1	acastellanii_g3242.t1
OG0005052	bc2002_g3220.t1	acastellanii_g2956.t1
OG0005053	bc2002_g3228.t1	acastellanii_g2957.t1
OG0005054	bc2002_g8373.t1	acastellanii_g2975.t1
OG0005055	bc2002_g7409.t1	acastellanii_g2977.t1
OG0005056	bc2002_g19064.t1	acastellanii_g2982.t1
OG0005057	bc2002_g18131.t1	acastellanii_g2988.t1
OG0005059	bc2002_g19679.t1	acastellanii_g2997.t1
OG0005060	bc2002_g18628.t1	acastellanii_g3031.t1
OG0005061	bc2002_g17391.t1	acastellanii_g3052.t1
OG0005062	bc2002_g18146.t1	acastellanii_g3056.t1
OG0005063	bc2002_g17448.t1	acastellanii_g3057.t1
OG0005064	bc2002_g6131.t1	acastellanii_g3061.t1
OG0005065	bc2002_g4154.t1	acastellanii_g3063.t1
OG0005066	bc2002_g3230.t1	acastellanii_g3070.t1
OG0005067	bc2002_g17392.t1	acastellanii_g3071.t1
OG0005068	bc2002_g17430.t1	acastellanii_g3080.t1
OG0005069	bc2002_g13800.t1	acastellanii_g3088.t1
OG0005070	bc2002_g17500.t1	acastellanii_g3110.t1
OG0005071	bc2002_g2037.t1	acastellanii_g3111.t2, acastellanii_g3111.t1
OG0005072	bc2002_g11406.t1	acastellanii_g3113.t1
OG0005073	bc2002_g17458.t1	acastellanii_g3142.t1
OG0005075	bc2002_g1264.t1	acastellanii_g3160.t1
OG0005076	bc2002_g18283.t1	acastellanii_g3165.t1, acastellanii_g2906.t1
OG0005077	bc2002_g16472.t1	acastellanii_g2865.t1
OG0005078	bc2002_g17514.t1	acastellanii_g2872.t1
OG0005079	bc2002_g19473.t1	acastellanii_g2873.t1
OG0005080	bc2002_g2832.t1	acastellanii_g2914.t1
OG0005081	bc2002_g5772.t1	acastellanii_g2923.t1
OG0005082	bc2002_g7414.t1	acastellanii_g2937.t1
OG0005083	bc2002_g12594.t1	acastellanii_g2849.t1
OG0005085	bc2002_g6819.t1	acastellanii_g2824.t1
OG0005086	bc2002_g16425.t1	acastellanii_g2825.t1
OG0005087	bc2002_g17498.t1	acastellanii_g2780.t1
OG0005088	bc2002_g12179.t1	acastellanii_g2718.t1
OG0005089	bc2002_g3502.t1	acastellanii_g2723.t1
OG0005090	bc2002_g4404.t1	acastellanii_g2725.t1
OG0005091	bc2002_g11827.t1	acastellanii_g2734.t1
OG0005092	bc2002_g4613.t2, bc2002_g4613.t1	acastellanii_g2744.t1
OG0005093	bc2002_g2129.t1	acastellanii_g2745.t1
OG0005094	bc2002_g14522.t1	acastellanii_g2748.t1
OG0005095	bc2002_g435.t1	acastellanii_g2751.t1
OG0005096	bc2002_g14672.t1	acastellanii_g2753.t1
OG0005097	bc2002_g1731.t1	acastellanii_g2757.t1
OG0005098	bc2002_g12807.t1	acastellanii_g2758.t1
OG0005099	bc2002_g12485.t1	acastellanii_g2767.t1
OG0005101	bc2002_g2902.t1	acastellanii_g2672.t1
OG0005102	bc2002_g14023.t1	acastellanii_g2655.t1
OG0005103	bc2002_g9386.t1	acastellanii_g2426.t1
OG0005104	bc2002_g15602.t1	acastellanii_g2431.t1
OG0005105	bc2002_g406.t1	acastellanii_g2437.t1
OG0005106	bc2002_g3649.t1	acastellanii_g2439.t1, acastellanii_g2439.t2
OG0005107	bc2002_g2985.t1	acastellanii_g2532.t1
OG0005108	bc2002_g5813.t1	acastellanii_g2552.t1
OG0005109	bc2002_g6546.t1	acastellanii_g2562.t1
OG0005110	bc2002_g17447.t1	acastellanii_g2568.t1, acastellanii_g2585.t1
OG0005111	bc2002_g13247.t1	acastellanii_g2575.t1
OG0005112	bc2002_g14299.t1	acastellanii_g2580.t1
OG0005113	bc2002_g5301.t1	acastellanii_g2324.t1
OG0005115	bc2002_g17626.t1	acastellanii_g2362.t1
OG0005116	bc2002_g15933.t1	acastellanii_g2304.t1
OG0005117	bc2002_g9861.t1	acastellanii_g1789.t1
OG0005118	bc2002_g17679.t1	acastellanii_g1803.t1
OG0005119	bc2002_g16984.t1	acastellanii_g1806.t1
OG0005120	bc2002_g10469.t1	acastellanii_g1816.t1
OG0005121	bc2002_g15052.t1	acastellanii_g1830.t1
OG0005122	bc2002_g11122.t1	acastellanii_g1833.t1
OG0005123	bc2002_g16205.t1	acastellanii_g1838.t1
OG0005124	bc2002_g9840.t1	acastellanii_g1841.t1
OG0005125	bc2002_g10175.t1	acastellanii_g1844.t2, acastellanii_g1844.t1
OG0005126	bc2002_g6542.t1	acastellanii_g1851.t1, acastellanii_g1851.t2
OG0005127	bc2002_g14209.t1	acastellanii_g1881.t1
OG0005128	bc2002_g3388.t1	acastellanii_g1882.t1
OG0005129	bc2002_g1237.t1	acastellanii_g1895.t1
OG0005130	bc2002_g7542.t1	acastellanii_g1905.t1
OG0005131	bc2002_g19548.t1	acastellanii_g1916.t1
OG0005132	bc2002_g10133.t1	acastellanii_g1920.t1
OG0005133	bc2002_g3735.t1	acastellanii_g1929.t1
OG0005134	bc2002_g6912.t1	acastellanii_g1930.t1
OG0005135	bc2002_g10281.t1	acastellanii_g1941.t1
OG0005136	bc2002_g7662.t1	acastellanii_g1953.t1
OG0005138	bc2002_g19067.t1	acastellanii_g1959.t1
OG0005140	bc2002_g218.t1	acastellanii_g1994.t1
OG0005141	bc2002_g15945.t1	acastellanii_g1995.t1
OG0005142	bc2002_g10155.t1	acastellanii_g1998.t1
OG0005143	bc2002_g10173.t1	acastellanii_g2005.t1
OG0005144	bc2002_g12690.t1	acastellanii_g2037.t1
OG0005145	bc2002_g10684.t1	acastellanii_g2049.t1
OG0005146	bc2002_g15048.t1	acastellanii_g2051.t1
OG0005148	bc2002_g18217.t1	acastellanii_g2057.t1
OG0005149	bc2002_g7043.t1	acastellanii_g2061.t1
OG0005150	bc2002_g11481.t1	acastellanii_g2071.t1
OG0005151	bc2002_g13369.t1	acastellanii_g2072.t1
OG0005153	bc2002_g17351.t1	acastellanii_g2087.t1
OG0005154	bc2002_g5123.t1	acastellanii_g2120.t1
OG0005155	bc2002_g11017.t1	acastellanii_g2123.t1
OG0005156	bc2002_g6874.t1	acastellanii_g2124.t1
OG0005157	bc2002_g7237.t1	acastellanii_g2144.t1
OG0005158	bc2002_g16648.t1	acastellanii_g2145.t2, acastellanii_g2145.t1
OG0005159	bc2002_g12602.t1	acastellanii_g2176.t1
OG0005160	bc2002_g2178.t1	acastellanii_g2178.t1
OG0005161	bc2002_g15919.t1	acastellanii_g2180.t1
OG0005162	bc2002_g12577.t1	acastellanii_g2190.t2, acastellanii_g2190.t1
OG0005163	bc2002_g16174.t1	acastellanii_g2199.t1
OG0005164	bc2002_g7016.t1	acastellanii_g2204.t1
OG0005165	bc2002_g11405.t1	acastellanii_g2228.t1
OG0005166	bc2002_g13404.t1	acastellanii_g2229.t1
OG0005167	bc2002_g14545.t1	acastellanii_g2254.t1
OG0005168	bc2002_g19467.t1	acastellanii_g2263.t1
OG0005169	bc2002_g7025.t1	acastellanii_g2264.t1
OG0005170	bc2002_g16384.t1	acastellanii_g2270.t1, acastellanii_g2270.t2
OG0005171	bc2002_g19510.t1	acastellanii_g2282.t1
OG0005172	bc2002_g11505.t1	acastellanii_g1771.t1
OG0005173	bc2002_g2928.t1	acastellanii_g1758.t1
OG0005174	bc2002_g7248.t1	acastellanii_g1759.t1
OG0005175	bc2002_g2938.t1	acastellanii_g1748.t1
OG0005176	bc2002_g7263.t1	acastellanii_g1714.t1
OG0005177	bc2002_g7234.t1	acastellanii_g1695.t1
OG0005178	bc2002_g17605.t1	acastellanii_g1697.t1
OG0005179	bc2002_g18110.t1	acastellanii_g1698.t1
OG0005180	bc2002_g1917.t1	acastellanii_g1659.t1
OG0005181	bc2002_g3875.t1	acastellanii_g1669.t1
OG0005182	bc2002_g10985.t1	acastellanii_g1671.t1
OG0005183	bc2002_g1238.t2, bc2002_g1238.t1	acastellanii_g1608.t1
OG0005185	bc2002_g15407.t1	acastellanii_g1481.t1
OG0005186	bc2002_g16735.t1	acastellanii_g1511.t1
OG0005187	bc2002_g3936.t1	acastellanii_g1535.t2, acastellanii_g1535.t1
OG0005188	bc2002_g14669.t1	acastellanii_g1536.t1
OG0005189	bc2002_g17511.t1	acastellanii_g1570.t1
OG0005190	bc2002_g6399.t1	acastellanii_g1578.t1
OG0005191	bc2002_g16655.t1	acastellanii_g1586.t1
OG0005192	bc2002_g5116.t1	acastellanii_g1589.t1
OG0005193	bc2002_g18169.t1	acastellanii_g1593.t1
OG0005194	bc2002_g8938.t1	acastellanii_g1444.t1
OG0005195	bc2002_g7099.t1	acastellanii_g1424.t1
OG0005196	bc2002_g985.t1	acastellanii_g1389.t1
OG0005197	bc2002_g4845.t1	acastellanii_g1324.t1
OG0005198	bc2002_g9452.t1	acastellanii_g1342.t1, acastellanii_g232.t1
OG0005199	bc2002_g10914.t1	acastellanii_g1348.t1
OG0005201	bc2002_g7834.t1	acastellanii_g1280.t1
OG0005202	bc2002_g5698.t1	acastellanii_g1282.t1
OG0005203	bc2002_g19698.t1	acastellanii_g1287.t1
OG0005204	bc2002_g11812.t2	acastellanii_g1288.t1
OG0005205	bc2002_g15406.t1	acastellanii_g1260.t1
OG0005206	bc2002_g14275.t1	acastellanii_g1205.t1
OG0005207	bc2002_g17198.t2	acastellanii_g1216.t1
OG0005208	bc2002_g19141.t1	acastellanii_g1220.t1
OG0005209	bc2002_g3892.t1	acastellanii_g1189.t1
OG0005210	bc2002_g8279.t1	acastellanii_g1104.t1, acastellanii_g1104.t2
OG0005211	bc2002_g2666.t2	acastellanii_g1118.t4
OG0005212	bc2002_g11437.t1	acastellanii_g1127.t1
OG0005213	bc2002_g6642.t1	acastellanii_g1136.t1
OG0005214	bc2002_g18763.t1	acastellanii_g1060.t1
OG0005215	bc2002_g13854.t1	acastellanii_g1065.t1
OG0005217	bc2002_g17386.t1	acastellanii_g950.t1
OG0005218	bc2002_g8568.t1	acastellanii_g960.t1
OG0005219	bc2002_g736.t1	acastellanii_g964.t1
OG0005220	bc2002_g14139.t1	acastellanii_g969.t1, acastellanii_g969.t2
OG0005221	bc2002_g17434.t1	acastellanii_g694.t1
OG0005222	bc2002_g17539.t1	acastellanii_g707.t1
OG0005223	bc2002_g11168.t1	acastellanii_g738.t1, acastellanii_g736.t1
OG0005225	bc2002_g12329.t1	acastellanii_g790.t1
OG0005226	bc2002_g7500.t1	acastellanii_g806.t1
OG0005227	bc2002_g9461.t1	acastellanii_g809.t1
OG0005228	bc2002_g14747.t1	acastellanii_g810.t1
OG0005229	bc2002_g6692.t1	acastellanii_g817.t1
OG0005230	bc2002_g10391.t1	acastellanii_g818.t1
OG0005231	bc2002_g14757.t1	acastellanii_g820.t1
OG0005232	bc2002_g1721.t1	acastellanii_g822.t1
OG0005233	bc2002_g7314.t1	acastellanii_g826.t1
OG0005234	bc2002_g7278.t1	acastellanii_g830.t1
OG0005235	bc2002_g19076.t1	acastellanii_g888.t1
OG0005236	bc2002_g4637.t1	acastellanii_g924.t1
OG0005237	bc2002_g17553.t1	acastellanii_g678.t1
OG0005238	bc2002_g12668.t1	acastellanii_g622.t1
OG0005239	bc2002_g7261.t3, bc2002_g7261.t2, bc2002_g7261.t1	acastellanii_g654.t1
OG0005240	bc2002_g3798.t1	acastellanii_g615.t1
OG0005242	bc2002_g7818.t1	acastellanii_g565.t1
OG0005243	bc2002_g16663.t1	acastellanii_g566.t1
OG0005244	bc2002_g11113.t1	acastellanii_g569.t1
OG0005245	bc2002_g8284.t1	acastellanii_g578.t1
OG0005246	bc2002_g10883.t1	acastellanii_g590.t1
OG0005247	bc2002_g10885.t1	acastellanii_g592.t1
OG0005248	bc2002_g16880.t1	acastellanii_g593.t1
OG0005249	bc2002_g5752.t1	acastellanii_g600.t1
OG0005250	bc2002_g17923.t1	acastellanii_g481.t1
OG0005251	bc2002_g5228.t1	acastellanii_g492.t1
OG0005252	bc2002_g4615.t1	acastellanii_g493.t1
OG0005254	bc2002_g13610.t1	acastellanii_g532.t1
OG0005255	bc2002_g17502.t1	acastellanii_g537.t1
OG0005256	bc2002_g6404.t1	acastellanii_g335.t1
OG0005257	bc2002_g2618.t1	acastellanii_g340.t1
OG0005259	bc2002_g11953.t1	acastellanii_g422.t1
OG0005260	bc2002_g3874.t1	acastellanii_g430.t1
OG0005261	bc2002_g11228.t1	acastellanii_g436.t1, acastellanii_g436.t2
OG0005262	bc2002_g14539.t1	acastellanii_g288.t1
OG0005263	bc2002_g17342.t1, bc2002_g17342.t2	acastellanii_g236.t1
OG0005264	bc2002_g19543.t1	acastellanii_g240.t1
OG0005265	bc2002_g6961.t1	acastellanii_g247.t1
OG0005266	bc2002_g17515.t1	acastellanii_g251.t1
OG0005267	bc2002_g7660.t1	acastellanii_g252.t2
OG0005268	bc2002_g3496.t1	acastellanii_g255.t1
OG0005269	bc2002_g17758.t1	acastellanii_g277.t1
OG0005271	bc2002_g750.t1	acastellanii_g186.t1
OG0005274	bc2002_g9418.t1	acastellanii_g118.t1
OG0005275	bc2002_g7658.t1	acastellanii_g121.t1
OG0005276	bc2002_g8870.t1	acastellanii_g123.t1
OG0005277	bc2002_g2979.t1	acastellanii_g143.t1
OG0005278	bc2002_g14750.t1	acastellanii_g151.t1
OG0005279	bc2002_g8951.t1	acastellanii_g61.t1
OG0005280	bc2002_g15946.t1	acastellanii_g70.t1
OG0005281	bc2002_g16723.t1	acastellanii_g79.t1
OG0005282	bc2002_g2519.t1	acastellanii_g81.t1
OG0005283	bc2002_g12625.t1	acastellanii_g92.t1
OG0005284	bc2002_g18640.t1	acastellanii_g93.t1
OG0005285	bc2002_g199.t1	acastellanii_g95.t1
OG0005286	bc2002_g2927.t1	acastellanii_g16.t1
OG0005287	bc2002_g17130.t1	acastellanii_g26.t1
OG0005288	bc2002_g17337.t1	acastellanii_g31.t1
OG0006028	bc2002_g17742.t1	acastellanii_g14225.t1
OG0006037	bc2002_g14606.t1, bc2002_g13879.t1	acastellanii_g14124.t1
OG0006041	bc2002_g2472.t1	acastellanii_g13564.t3
OG0006043	bc2002_g11925.t1	acastellanii_g13569.t1
OG0006049	bc2002_g732.t1	acastellanii_g13732.t1
OG0006050	bc2002_g8007.t1	acastellanii_g13733.t1
OG0006053	bc2002_g4374.t1	acastellanii_g13774.t1
OG0006054	bc2002_g19318.t1	acastellanii_g13778.t1
OG0006055	bc2002_g10582.t1	acastellanii_g13779.t1
OG0006056	bc2002_g2874.t1	acastellanii_g13798.t1
OG0006060	bc2002_g18474.t1	acastellanii_g13829.t1
OG0006063	bc2002_g13454.t1	acastellanii_g13859.t1
OG0006068	bc2002_g11894.t1	acastellanii_g13950.t1
OG0006069	bc2002_g1900.t1	acastellanii_g13951.t1
OG0006071	bc2002_g8040.t1	acastellanii_g13981.t1
OG0006072	bc2002_g1510.t1	acastellanii_g13985.t1
OG0006073	bc2002_g5325.t1	acastellanii_g13993.t1
OG0006075	bc2002_g1460.t1	acastellanii_g14031.t1
OG0006076	bc2002_g2279.t1	acastellanii_g14058.t1
OG0006077	bc2002_g2140.t1	acastellanii_g14070.t1
OG0006088	bc2002_g2175.t1, bc2002_g2175.t2	acastellanii_g13162.t1
OG0006091	bc2002_g8567.t1	acastellanii_g13245.t1
OG0006092	bc2002_g20065.t1	acastellanii_g13254.t1
OG0006094	bc2002_g6638.t1	acastellanii_g13288.t1
OG0006095	bc2002_g2179.t1	acastellanii_g13327.t1
OG0006096	bc2002_g5017.t1	acastellanii_g13329.t1
OG0006098	bc2002_g9430.t1	acastellanii_g13368.t1
OG0006102	bc2002_g5550.t1	acastellanii_g13438.t1
OG0006109	bc2002_g18930.t1	acastellanii_g12929.t1
OG0006110	bc2002_g5272.t1	acastellanii_g12920.t1
OG0006114	bc2002_g11081.t1	acastellanii_g12805.t1
OG0006115	bc2002_g17784.t1	acastellanii_g12818.t1
OG0006120	bc2002_g18976.t1	acastellanii_g12739.t1
OG0006122	bc2002_g11257.t2	acastellanii_g12752.t1
OG0006124	bc2002_g13031.t1	acastellanii_g12643.t1
OG0006128	bc2002_g17302.t1	acastellanii_g12618.t1
OG0006129	bc2002_g12566.t1	acastellanii_g12522.t1
OG0006131	bc2002_g3218.t1	acastellanii_g12543.t1
OG0006135	bc2002_g1976.t1	acastellanii_g12570.t1
OG0006139	bc2002_g17650.t1	acastellanii_g12460.t1
OG0006141	bc2002_g11949.t1	acastellanii_g12467.t1
OG0006142	bc2002_g18615.t1, bc2002_g18615.t2	acastellanii_g12474.t1
OG0006143	bc2002_g6561.t1	acastellanii_g12496.t2
OG0006149	bc2002_g9371.t1	acastellanii_g5525.t1, acastellanii_g12354.t1
OG0006155	bc2002_g2278.t1	acastellanii_g11826.t1
OG0006158	bc2002_g5548.t1	acastellanii_g11886.t1
OG0006164	bc2002_g9792.t1	acastellanii_g11925.t1
OG0006167	bc2002_g11946.t1	acastellanii_g11988.t1
OG0006169	bc2002_g4579.t1	acastellanii_g12002.t1
OG0006172	bc2002_g1094.t1	acastellanii_g12045.t1
OG0006173	bc2002_g2378.t1	acastellanii_g12049.t1
OG0006176	bc2002_g12896.t1	acastellanii_g12118.t1
OG0006181	bc2002_g13245.t1	acastellanii_g9332.t1, acastellanii_g12164.t1
OG0006183	bc2002_g991.t1	acastellanii_g12203.t1
OG0006192	bc2002_g2416.t1	acastellanii_g11759.t1
OG0006195	bc2002_g3915.t1	acastellanii_g11657.t1
OG0006196	bc2002_g15830.t1	acastellanii_g11677.t1
OG0006197	bc2002_g11115.t1	acastellanii_g11697.t1
OG0006201	bc2002_g14136.t1	acastellanii_g11599.t1
OG0006202	bc2002_g11053.t1	acastellanii_g11612.t1
OG0006207	bc2002_g777.t1	acastellanii_g11539.t1
OG0006212	bc2002_g6410.t1	acastellanii_g11564.t1
OG0006213	bc2002_g4281.t1	acastellanii_g11434.t1
OG0006216	bc2002_g17740.t1	acastellanii_g11467.t1
OG0006217	bc2002_g17627.t1	acastellanii_g11474.t1
OG0006218	bc2002_g17138.t1	acastellanii_g11476.t1
OG0006219	bc2002_g1978.t1	acastellanii_g11490.t1
OG0006220	bc2002_g12534.t1	acastellanii_g11391.t1
OG0006227	bc2002_g4883.t1	acastellanii_g11174.t1
OG0006228	bc2002_g2470.t1	acastellanii_g11202.t1
OG0006229	bc2002_g3268.t1	acastellanii_g11245.t1
OG0006230	bc2002_g9543.t1	acastellanii_g11158.t1
OG0006231	bc2002_g17496.t1	acastellanii_g11161.t1
OG0006244	bc2002_g7796.t1	acastellanii_g11143.t1
OG0006250	bc2002_g8811.t1	acastellanii_g10735.t1
OG0006251	bc2002_g9385.t1	acastellanii_g10736.t1
OG0006253	bc2002_g5406.t1	acastellanii_g10748.t1
OG0006255	bc2002_g12288.t1	acastellanii_g10780.t1
OG0006264	bc2002_g17774.t1	acastellanii_g10483.t1, acastellanii_g10205.t1
OG0006272	bc2002_g13762.t1	acastellanii_g10400.t1
OG0006276	bc2002_g2620.t1	acastellanii_g10067.t1
OG0006278	bc2002_g8874.t1	acastellanii_g10096.t1
OG0006280	bc2002_g5834.t1	acastellanii_g10173.t1
OG0006281	bc2002_g1457.t1	acastellanii_g10183.t1
OG0006285	bc2002_g16538.t1	acastellanii_g10212.t1
OG0006286	bc2002_g9182.t1	acastellanii_g10213.t1
OG0006288	bc2002_g7987.t1	acastellanii_g9617.t1
OG0006290	bc2002_g15704.t1	acastellanii_g9638.t1
OG0006293	bc2002_g18540.t1	acastellanii_g3046.t1, acastellanii_g9691.t1
OG0006294	bc2002_g6815.t1	acastellanii_g9693.t1
OG0006295	bc2002_g9660.t1	acastellanii_g9710.t1
OG0006298	bc2002_g6835.t1	acastellanii_g9742.t1
OG0006299	bc2002_g13034.t1	acastellanii_g9790.t1
OG0006303	bc2002_g6413.t1	acastellanii_g9862.t1
OG0006304	bc2002_g8640.t1	acastellanii_g9867.t1
OG0006308	bc2002_g3783.t1	acastellanii_g9936.t1
OG0006309	bc2002_g14761.t1	acastellanii_g9949.t1
OG0006310	bc2002_g9081.t1	acastellanii_g9957.t1
OG0006317	bc2002_g16878.t1	acastellanii_g9441.t1
OG0006318	bc2002_g18891.t1	acastellanii_g9442.t1
OG0006320	bc2002_g9884.t2, bc2002_g9884.t1	acastellanii_g9486.t1
OG0006324	bc2002_g4272.t1	acastellanii_g9524.t1
OG0006328	bc2002_g8245.t1, bc2002_g8245.t2	acastellanii_g9569.t1
OG0006329	bc2002_g9924.t1	acastellanii_g9286.t1, acastellanii_g7760.t1
OG0006330	bc2002_g1053.t1	acastellanii_g9309.t1
OG0006339	bc2002_g10965.t1	acastellanii_g9081.t1
OG0006342	bc2002_g19751.t1	acastellanii_g8780.t1
OG0006343	bc2002_g7404.t1	acastellanii_g8781.t1
OG0006348	bc2002_g16381.t1	acastellanii_g8902.t1
OG0006351	bc2002_g16436.t1	acastellanii_g8934.t1
OG0006352	bc2002_g17296.t1	acastellanii_g8964.t2, acastellanii_g8964.t1
OG0006354	bc2002_g1816.t1	acastellanii_g8973.t1
OG0006355	bc2002_g4785.t1	acastellanii_g8977.t1
OG0006358	bc2002_g7330.t1	acastellanii_g9022.t1
OG0006359	bc2002_g16455.t1	acastellanii_g9027.t1
OG0006363	bc2002_g18112.t1	acastellanii_g8651.t1
